Rank,Name,Platform,Year,Month,Date,Genre,Publisher,Developer,Critic_Score,User_Score,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Global_Sales
25,Tomb Raider,Series,1996,Nov,14,undefined,Eidos Interactive  ,Core Design|Crystal Dynamics|Nixxes Software|Ubisoft Milan|Eidos Montreal  ,,,,,,,
26,Halo,Series,2001,Nov,15,undefined,Microsoft Game Studios  ,Bungie|343 Industries  ,,,,,,,
27,Just Dance,Series,2009,Nov,17,undefined,Ubisoft  ,Ubisoft  ,,,,,,,
28,PUBG,Series,2017,Dec,20,undefined,PUBG Corporation  ,PUBG Corporation  ,,,,,,,
29,WWE 2K,Series,2000,Mar,02,undefined,THQ  ,Visual Concepts  ,,,,,,,
30,Counter-Strike,Series,2000,Nov,09,undefined,Valve  ,Valve|Turtle Rock Studios|Hidden Path Entertainment|Gearbox Software|Ritual Entertainment|Nexon  ,,,,,,,
31,The Oregon Trail,Series,2071,Dec,03,undefined,MECC  ,MECC|Broderbund|Gameloft  ,,,,,,,
32,Monster Hunter,Series,2004,Sep,21,undefined,Capcom  ,Capcom  ,,,,,,,
33,Donkey Kong,Series,1981,Jul,31,undefined,Nintendo  ,Nintendo|Ikegami Tsushinki|Rare|Namco|Paon|Retro Studios  ,,,,,,,
34,Super Smash Bros.,Series,1999,Apr,26,undefined,Nintendo  ,Nintendo|HAL Laboratory| Game Arts|Sora Ltd.|Bandai Namco Studios  ,,,,,,,
35,The Elder Scrolls,Series,1994,Mar,25,undefined,Bethesda Softworks  ,Bethesda Softworks|Bethesda Game Studios|Vir2L Studios|TKO Software|ZeniMax Online Studios|Dire Wolf Digital  ,,,,,,,
36,Borderlands,Series,2009,Oct,20,undefined,2K Games  ,Gearbox Software|2K Australia|Telltale Games  ,,,,,,,
37,Dragon Ball,Series,1986,Sep,27,undefined,Bandai  ,Tose|Bandai|BEC|Dimps|Avalanche Software|Spike Chunsoft|Arika|Crafts & Meister|Media.Vision|Spike|Artdink|Arc System Works|CyberConnect2|Webfoot Technologies|Banpresto|Cavia|Game Republic|Monolith Soft|Ganbarion  ,,,,,,,
38,Animal Crossing,Series,2002,Sep,16,undefined,Nintendo  ,Nintendo  ,,,,,,,
39,Metal Gear,Series,1987,Jul,13,undefined,Konami  ,Konami|Kojima Productions|Bluepoint Games|Ideaworks Game Studio| PlatinumGames|Silicon Knights  ,,,,,,,
40,Mario Party,Series,1999,Feb,01,undefined,Nintendo  ,Hudson Soft|Capcom|NDcube  ,,,,,,,
41,Far Cry,Series,2004,Mar,23,undefined,Ubisoft  ,Ubisoft|Crytek  ,,,,,,,
42,Bejeweled,Series,2001,May,30,undefined,PopCap Games  ,PopCap Games  ,,,,,,,
43,Crash Bandicoot,Series,1996,Sep,09,undefined,Sony Computer Entertainment  ,Naughty Dog|Eurocom|Dimps|Radical Entertainment|Polarbit|Vicarious Visions|Beenox  ,,,,,,,
44,Diablo,Series,1997,Jan,03,undefined,Blizzard Entertainment  ,Blizzard North|Blizzard Entertainment|NetEase  ,,,,,,,
45,The Witcher,Series,2007,Oct,30,undefined,Atari  ,CD Projekt Red Studio  ,,,,,,,
46,Red Dead,Series,2004,May,04,undefined,Rockstar Games  ,Rockstar San Diego|Rockstar Studios  ,,,,,,,
47,Tekken,Series,1994,Dec,11,undefined,Namco  ,Bandai Namco Studios|Namco  ,,,,,,,
48,Fallout,Series,1997,Oct,10,undefined,Interplay Productions  ,Interplay Entertainment|Black Isle Studios|Micro Forte|Bethesda Game Studios|Obsidian Entertainment  ,,,,,,,
49,Mortal Kombat,Series,1992,Oct,08,undefined,Midway  ,"Avalanche Software|Eurocom|Just Games Interactive|Midway Games|Midway Studios Los Angeles|Other Ocean Interactive|Point of View, Inc.|NetherRealm Studios  ",,,,,,,
50,Street Fighter,Series,1987,Aug,30,undefined,Capcom  ,Capcom  ,,,,,,,
51,Uncharted,Series,2007,Nov,20,undefined,Sony Computer Entertainment  ,Naughty Dog|Bend Studio|Bluepoint Games|Playspree  ,,,,,,,
52,Civilization,Series,1991,Sep,01,undefined,Microprose  ,Firaxis Games|MicroProse|Activision  ,,,,,,,
53,Wii Fit,Series,2008,May,21,undefined,Nintendo  ,Nintendo|Ganbarion  ,,,,,,,
54,Star Wars: Battlefront,Series,2004,Sep,21,undefined,LucasArts  ,Pandemic Studios|Free Radical Design|Rebellion Developments|Slant Six Games|LucasArts|EA DICE|Criterion Games|Motive Studios  ,,,,,,,
55,Harry Potter,Series,2001,Nov,15,undefined,Electronic Arts  ,Griptonite Games|KnowWonder|Argonaut Games|Westlake Entertainment|Warthog Games Limited|Eurocom|Electronic Arts|Aspyr|Magic Pockets| EA Bright Light|TT Fusion|SCE London Studio|Jam City|Niantic|WB Games San Francisco  ,,,,,,,
56,Warriors,Series,N/A,N/A,N/A,undefined,Unknown  ,Omega Force  ,,,,,,,
57,Super Mario Bros.,NES,1985,Oct,18,undefined,Nintendo  ,Nintendo EAD  ,10.0,8.2,29.08,3.58,6.81,0.77,40.24
58,Kirby,Series,1992,Aug,01,undefined,Nintendo  ,HAL Laboratory|Nintendo|Good-Feel|Flagship|Natsume|Capcom|Dimps|Arika  ,,,,,,,
59,Counter-Strike: Global Offensive,PC,2012,Aug,21,undefined,Valve  ,Valve Corporation  ,,,,,,,
60,Guitar Hero,Series,2005,Nov,08,undefined,Activision  ,Harmonix|Neversoft|Budcat Creations|Vicarious Visions|FreeStyleGames  ,,,,,,,
61,Medal of Honor,Series,1999,Oct,31,undefined,Electronic Arts  ,"2015, Inc.|Budcat Creations|Danger Close Games|DreamWorks Interactive|EA Canada|EA Digital Illusions CE|EA Los Angeles|Netherock Ltd.|Rebellion Developments|Team Fusion|TKO Software  ",,,,,,,
62,God of War,Series,2005,Mar,22,undefined,Sony Computer Entertainment  ,SIE Santa Monica Studio|Ready at Dawn|Javaground/SOE-LA|Bluepoint Games|Sanzaru Games|Wholesale Algorithms  ,,,,,,,
63,Mario Kart Wii,Wii,2008,Apr,27,undefined,Nintendo  ,Nintendo EAD  ,8.2,9.1,15.91,12.92,3.8,3.35,35.98
64,World of WarCraft,Series,N/A,N/A,N/A,undefined,Unknown  ,Blizzard Entertainment  ,,,,,,,
65,PLAYERUNKNOWN'S BATTLEGROUNDS,PC,2017,Dec,21,undefined,PUBG Corporation  ,PUBG Corporation  ,,,,,,,
66,Mega Man,Series,1987,Dec,17,undefined,Capcom  ,Capcom|Inti Creates  ,,,,,,,
67,Tom Clancy's Rainbow Six,Series,1998,Aug,21,undefined,Red Storm Entertainment  ,Ubisoft|Red Storm Entertainment  ,,,,,,,
68,NBA Live,Series,1994,Oct,01,undefined,EA Sports  ,EA Canada|EA Tiburon  ,,,,,,,
69,Tom Clancy's Ghost Recon,Series,2001,Nov,13,undefined,Ubisoft  ,Red Storm Entertainment|Ubisoft Paris|Ubisoft Milan  ,,,,,,,
70,BioShock,Series,2007,Aug,21,undefined,2K Games  ,Irrational Games|2K Australia|2K Marin  ,,,,,,,
71,Brain Age,Series,2006,Apr,16,undefined,Nintendo  ,Nintendo  ,,,,,,,
72,Minecraft,PC,2010,May,10,undefined,Mojang  ,Mojang AB  ,10.0,,,,,,
73,Wii Sports Resort,Wii,2009,Jul,26,undefined,Nintendo  ,Nintendo EAD  ,8.0,8.8,15.61,10.99,3.29,3.02,32.9
74,Half-life,Series,1998,Nov,19,undefined,Sierra Studios  ,Valve|Gearbox Software  ,,,,,,,
75,Lego Star Wars,Series,2005,Mar,29,undefined,Eidos Interactive  ,TT Fusion  ,,,,,,,
76,Pokémon Red / Green / Blue Version,GB,1998,Sep,30,undefined,Nintendo  ,Game Freak  ,9.4,,11.27,8.89,10.22,1.0,31.37
77,Tony Hawk's,Series,1999,Sep,29,undefined,Activision  ,Neversoft|Robomodo|Maple Media|Vicarious Visions|Edge of Reality|Natsume|Treyarch|Shaba Games|HotGen|Gearbox Software|Beenox|Visual Impact|Toys For Bob|SuperVillain Studios|Page 44 Studios|Creat Studios|Buzz Monkey|Big Bit|Disruptive Games  ,,,,,,,
78,Tom Clancy's Splinter Cell,Series,2002,Nov,17,undefined,Ubisoft  ,Ubisoft  ,,,,,,,
79,Age of Empires,Series,1997,Oct,15,undefined,Microsoft  ,Ensemble Studios|Big Huge Games|Robot Entertainment|Relic Entertainment|Hidden Path Entertainment|Forgotten Empires|Tantalus Media  ,,,,,,,
80,New Super Mario Bros.,DS,2006,May,15,undefined,Nintendo  ,Nintendo EAD  ,9.1,8.1,11.28,9.19,6.5,2.89,29.85
81,New Super Mario Bros. Wii,Wii,2009,Nov,15,undefined,Nintendo  ,Nintendo EAD  ,8.6,9.2,14.53,7.01,4.7,2.27,28.51
82,Tetris,GB,1989,Jun,01,undefined,Nintendo  ,Bullet Proof Software  ,,,23.2,2.26,4.22,0.58,30.26
83,Command & Conquer,Series,1995,Sep,26,undefined,Electronic Arts  ,Westwood Studios|EA Los Angeles|Victory Games|EA Phenomic|EA Redwood Studios  ,,,,,,,
84,James Bond,Series,N/A,N/A,N/A,undefined,Unknown  ,Richard Shepherd Software|Parker Brothers|Domark|Angelsoft|Melbourne House|Sculptured Software|Elite Systems International|Quixel|The Kremlin|	Delphine Software International|Eurocom|Gray Matter|Tiger Electronics|Rare|Saffire Corporation|Black Ops Enterta  ,,,,,,,
85,Kingdom Hearts,Series,2002,Sep,17,undefined,Square  ,Square|Square Enix|Jupiter|h.a.n.d.|BitGroove Inc.|Success  ,,,,,,,
86,Terraria,Series,2011,May,16,undefined,505 Games  ,Re-Logic  ,,,,,,,
87,Wii Play,Series,2007,Feb,12,undefined,Nintendo  ,Nintendo|Arzest|Chunsoft|Good-Feel|Mitchell Corporation|Nd Cube|Prope|Skip Ltd.|Vanpool  ,,,,,,,
88,Nintendogs,Series,2005,Aug,22,undefined,Nintendo  ,Nintendo  ,,,,,,,
89,Duck Hunt,NES,1985,Oct,15,undefined,Nintendo  ,Nintendo R&D1  ,,,26.93,0.63,0.28,0.47,28.31
90,Wii Play,Wii,2007,Feb,12,undefined,Nintendo  ,Nintendo EAD  ,5.9,4.5,13.96,9.18,2.93,2.85,28.92
91,Souls,Series,2009,Oct,06,undefined,Atlus  ,From Software  ,,,,,,,
92,Total War,Series,2000,Jun,13,undefined,Electronic Arts  ,Creative Assembly|Feral Interactive  ,,,,,,,
93,Portal,Series,2007,Oct,10,undefined,Valve  ,Valve  ,,,,,,,
94,Mario Kart 8 Deluxe,NS,2017,Apr,28,undefined,Nintendo  ,Nintendo EPD  ,9.3,,5.05,4.98,2.11,0.91,13.05
95,Yoshi,Series,1992,Jun,01,undefined,Nintendo  ,Nintendo|Artoon|Arzest|Good-Feel|Game Freak|	Tose|Bullet-Proof Software  ,,,,,,,
96,Ratchet & Clank,Series,2002,Nov,04,undefined,Sony Computer Entertainment  ,Insomniac Games|High Impact Games|Sanzaru Games|Nihilistic Software|Idol Minds|Tin Giant|Mass Media  ,,,,,,,
97,Rayman,Series,1995,Sep,19,undefined,Ubisoft  ,Ubisoft  ,,,,,,,
98,Mario & Sonic at the Olympic Games,Series,2007,Nov,06,undefined,Sega  ,Sega|Racjin|Arzest|Spike Chunsoft  ,,,,,,,
99,Puyo Puyo,Series,2002,Feb,11,undefined,THQ  ,Compile|Sonic Team  ,,,,,,,
100,Tiger Woods PGA Tour,Series,1998,Aug,31,undefined,EA Sports  ,EA Redwood Shores|Xantera|Rainbow Studios|Headgate Studios|Stormfront Studios|Rebellion Developments|Adrenalin Entertainment|Backbone Emeryville|Sensory Sweep Studios|EA Canada|Team Fusion|EA Tiburon|Exient Entertainment|HB Studios   ,,,,,,,
101,Batman: Arkham,Series,2009,Aug,25,undefined,Warner Bros. Interactive Entertainment  ,"Rocksteady Studios|WB Games Montreal|Splash Damage|Human Head Studios|NetherRealm Studios|Armature Studio|Turbine, Inc.  ",,,,,,,
102,Kinect Adventures!,X360,2010,Nov,04,undefined,Microsoft Game Studios  ,Good Science Studio  ,6.7,,15.09,4.97,0.24,1.81,22.1
103,Petz,Series,N/A,N/A,N/A,undefined,Unknown  ,PF Magic|Mindscape|Ubisoft  ,,,,,,,
104,Nintendogs,DS,2005,Aug,23,undefined,Nintendo  ,Nintendo EAD  ,8.4,,9.05,10.96,1.93,2.74,24.68
105,Mario Kart DS,DS,2005,Nov,14,undefined,Nintendo  ,Nintendo EAD  ,9.1,9.4,9.71,7.51,4.13,1.91,23.26
106,Pokémon Gold / Silver Version,GB,2000,Oct,14,undefined,Nintendo  ,Game Freak  ,9.2,,9.0,6.18,7.2,0.71,23.1
107,Gears of War,Series,2006,Nov,07,undefined,Microsoft Game Studios  ,Epic Games|People Can Fly|The Coalition|Mediatonic|Splash Damage  ,,,,,,,
108,Wii Fit,Wii,2008,May,21,undefined,Nintendo  ,Nintendo EAD  ,7.9,,8.92,8.03,3.6,2.15,22.7
109,Jikkyo Powerful Pro Yakyu,Series,1994,Mar,11,undefined,Konami  ,Konami  ,,,,,,,
110,Animal Crossing: New Horizons,NS,2020,Mar,20,undefined,Nintendo  ,Nintendo  ,,,,,,,
111,Devil May Cry,Series,2001,Oct,16,undefined,Capcom  ,Capcom|Ninja Theory  ,,,,,,,
112,Castlevania,Series,1986,Sep,26,undefined,Konami  ,Konami|Eighting|MercurySteam|Kojima Productions|M2  ,,,,,,,
113,Spider-Man,Series,N/A,N/A,N/A,undefined,Unknown  ,Parker Brothers|Rare|Sega|Bits Studios|Software Creations|Unexpected Development|Neversoft|Torus Games|Vicarious Visions|PCB Productions|Paradox Development|Treyarch|Next Level Games|Shaba Games|Gameloft|Beenox|Insomniac Games  ,,,,,,,
114,Wii Fit Plus,Wii,2009,Oct,04,undefined,Nintendo  ,Nintendo EAD  ,8.0,,9.01,8.51,2.53,1.76,21.81
115,Dynasty Warriors,Series,N/A,N/A,N/A,undefined,Unknown  ,Omega Force  ,,,,,,,
116,Imagine,Series,2007,Oct,01,undefined,Ubisoft  ,Ubisoft|Lexis Numerique|Magic Pockets|Virtual Toys|Powerhead Games|Jet Black Games  ,,,,,,,
117,Super Mario World,SNES,1991,Aug,13,undefined,Nintendo  ,Nintendo EAD  ,8.5,,12.78,3.75,3.54,0.55,20.61
118,Grand Theft Auto V,PS3,2013,Sep,17,undefined,Rockstar Games  ,Rockstar North  ,9.4,,6.37,9.85,0.99,3.12,20.32
119,Football Manager,Series,2004,Nov,05,undefined,Sega  ,Sports Interactive  ,,,,,,,
120,Frogger,Series,1981,Oct,23,undefined,Konami  ,Konami|Parker Brothers|SCE Cambridge Studio|Blitz Games|Game Titan|Vicarious Visions|Hudson Soft|Voletx|Hijinx Studios|Alpha Unit  ,,,,,,,
121,Gundam,Series,N/A,N/A,N/A,undefined,Unknown  ,Banpresto|B.B. Studio  ,,,,,,,
122,Lemmings,Series,1991,Feb,14,undefined,Psygnosis  ,DMA Design|SunSoft|Probe Entertainment|Psygnosis|Ocean Software|Clockwork Games|Team17|Visual Science|Rusty Nutz|d3t Ltd|Sad Puppy  ,,,,,,,
123,Naruto: Ultimate Ninja,Series,2006,Jun,26,undefined,Bandai Namco Entertainment  ,CyberConnect2  ,,,,,,,
124,Prince of Persia,Series,1989,Aug,03,undefined,Broderbund  ,Broderbund|Red Orb Entertainment|Avalanche Software|Ubisoft|Pipeworks Software|Gameloft  ,,,,,,,
125,Rayman Raving Rabbids,Series,2006,Nov,19,undefined,Ubisoft  ,Ubisoft|Headstrong Games  ,,,,,,,
126,SimCity,Series,1989,Feb,02,undefined,Maxis  ,Maxis|Tilted Mill Entertainment|Aspyr Media|Full Fat|Infogrames|Nintendo|Babaroga|HAL Laboratory|Track Twenty  ,,,,,,,
127,SingStar,Series,N/A,N/A,N/A,undefined,Unknown  ,London Studios  ,,,,,,,
128,SpongeBob SquarePants,Series,2001,Mar,15,undefined,THQ  ,"Vicarious Visions|Engine Software|AWE Games|Climax Development|Data Design Interactive|BigSky Interactive, Inc.|Heavy Iron Studios|WayForward Technologies|THQ|Blue Tongue Entertainment|Tantalus Media|Pronto Games|Blitz Games  ",,,,,,,
129,Spyro,Series,1998,Sep,10,undefined,Sony Computer Entertainment  ,Insomniac Games|Digital Eclipse|Equinoxe Digital Entertainment|Check Six Studios|Vicarious Visions|Eurocom|Amaze Entertainment|Toys for Bob  ,,,,,,,
130,Tales of,Series,1998,Sep,30,undefined,Namco  ,Bandai Namco Studios|Namco Tales Studio|Wolf Team  ,,,,,,,
131,The Last of Us,Series,2013,Jun,14,undefined,Sony Computer Entertainment  ,Naughty Dog  ,,,,,,,
132,Tom Clancy's The Division,Series,2016,Mar,08,undefined,Ubisoft  ,Massive Entertainment  ,,,,,,,
133,Watch Dogs,Series,N/A,N/A,N/A,undefined,Unknown  ,Ubisoft  ,,,,,,,
134,Super Smash Bros. Ultimate,NS,2018,Dec,07,undefined,Nintendo  ,Bandai Namco Games  ,9.4,9.7,4.22,1.72,2.41,0.61,8.95
135,Grand Theft Auto V,PS4,2014,Nov,18,undefined,Rockstar Games  ,Rockstar North  ,9.7,,6.06,9.71,0.6,3.02,19.39
136,Teenage Mutant Ninja Turtles,Series,1989,May,12,undefined,Konami  ,Konami|Red Fly Studio|Game Arts|Magic Pockets|The Bakers Games|PlatinumGames|Ubisoft|Overloaded|Nickelodeon|WayForward Technologies  ,,,,,,,
137,Brain Age: Train Your Brain in Minutes a Day,DS,2006,Apr,17,undefined,Nintendo  ,Nintendo SDD  ,8.1,,4.74,9.21,4.16,2.04,20.16
138,Driver,Series,1999,Jun,30,undefined,GT Interactive  ,Ubisoft Reflections|Sumo Digital|Ubisoft  ,,,,,,,
139,WarCraft,Series,N/A,N/A,N/A,undefined,Unknown  ,Blizzard Entertainment|Cyberlore Studios|Lemon Sky  ,,,,,,,
140,Mario Kart 7,3DS,2011,Dec,04,undefined,Nintendo  ,Nintendo EAD / Retro Studios  ,8.2,,6.03,5.35,3.0,1.11,15.49
141,The Legend of Zelda: Breath of the Wild,NS,2017,Mar,03,undefined,Nintendo  ,Nintendo EPD  ,9.9,10.0,4.54,2.94,1.26,0.73,9.46
142,Midnight Club,Series,2000,Oct,26,undefined,Rockstar Games  ,Rockstar San Diego|Rebellion Developments|Rockstar Leeds|Rockstar London  ,,,,,,,
143,Pokémon Sword / Shield,NS,2019,Nov,15,undefined,Nintendo  ,Game Freak  ,,,,,,,
144,Super Mario Land,GB,1989,Aug,01,undefined,Nintendo  ,Nintendo R&D1  ,,,10.83,2.71,4.18,0.42,18.14
145,Super Mario Odyssey,NS,2017,Oct,27,undefined,Nintendo  ,Nintendo EPD  ,9.9,,5.1,3.75,2.02,0.84,11.71
146,Pokémon Diamond / Pearl Version,DS,2007,Apr,28,undefined,Nintendo  ,Game Freak  ,8.6,,6.38,4.47,6.04,1.36,18.25
147,StarCraft,Series,1998,Mar,31,undefined,Blizzard Entertainment  ,Blizzard Entertainment  ,,,,,,,
148,Metroid,Series,1987,Aug,15,undefined,Nintendo  ,Nintendo|Intelligent Systems|Retro Studios|Team Ninja|Next Level Games|MercurySteam  ,,,,,,,
149,Grand Theft Auto: San Andreas,PS2,2004,Oct,26,undefined,Rockstar Games  ,Rockstar North  ,9.5,,9.43,0.4,0.41,10.57,20.81
150,Super Mario Bros. 3,NES,1990,Feb,12,undefined,Nintendo  ,Nintendo R&D2  ,,,9.54,3.44,3.84,0.46,17.28
151,RollerCoaster Tycoon,Series,1999,Mar,22,undefined,Hasbro Interactive  ,Chris Sawyer Productions|Frontier Developments|n-Space|On5|Nvizzio Creations  ,,,,,,,
152,Mass Effect,Series,2007,Nov,20,undefined,Microsoft Game Studios  ,BioWare|IronMonkey Studios  ,,,,,,,
153,Professor Layton,Series,2008,Feb,10,undefined,Nintendo  ,Level-5|Matrix Software  ,,,,,,,
154,Zuma,Series,2003,Dec,12,undefined,PopCap Games  ,Oberon Media|PopCap Games  ,,,,,,,
155,Garry's Mod,PC,2006,Nov,29,undefined,Valve  ,Facepunch Studios  ,,,,,,,
156,Hitman,Series,2000,Nov,21,undefined,Eidos Interactive  ,IO Interactive  ,,,,,,,
157,Pokémon X/Y,3DS,2013,Oct,12,undefined,Nintendo  ,Game Freak  ,8.9,9.7,5.68,5.06,4.4,0.99,16.13
158,Uncharted 4: A Thief's End,PS4,2016,May,10,undefined,Sony Interactive Entertainment  ,Naughty Dog  ,9.2,,4.49,3.93,0.21,1.7,10.33
159,Pokémon Ruby / Sapphire Version,GBA,2003,Mar,17,undefined,Nintendo  ,Game Freak  ,8.8,,6.06,3.9,5.38,0.5,15.85
160,Pokémon Sun/Moon,3DS,2016,Nov,18,undefined,Nintendo  ,Game Freak  ,9.0,,6.02,4.34,3.82,0.99,15.17
161,The Lord of the Rings,Series,N/A,N/A,N/A,undefined,Unknown  ,"Beam Software|Parker Brothers|Melbourne House|Interplay|Chaos Studios|Papyrus|Surreal Software|The Whole Experience|Pocket Studios|Liquid Entertainment|Midway Austin|Saffire Corporation|Turbine, Inc.|Daybreak Game Company|Fantasy Flight Interactive|Daedal  ",,,,,,,
162,Grand Theft Auto: Vice City,PS2,2002,Oct,28,undefined,Rockstar Games  ,Rockstar North  ,9.6,,8.41,5.49,0.47,1.78,16.15
163,Ace Combat,Series,1995,Sep,09,undefined,Namco  ,Namco|Arsys Software|Project Aces|HumanSoft|Access Games|Namco Bandai|QLoc|Bandai Namco Studios  ,,,,,,,
164,Super Robot Wars,Series,1991,Apr,20,undefined,Bandai  ,Banpresto|B.B. Studio|Winkysoft|Bandai Namco Entertainment  ,,,,,,,
165,Luigi's Mansion,Series,2001,Nov,18,undefined,Nintendo  ,Nintendo|Next Level Games|Grezzo  ,,,,,,,
166,Grand Theft Auto V,X360,2013,Sep,17,undefined,Rockstar Games  ,Rockstar North  ,,,9.06,5.33,0.06,1.42,15.86
167,Splatoon,Series,2015,May,29,undefined,Nintendo  ,Nintendo  ,,,,,,,
168,Pokémon Black / White Version,DS,2011,Mar,06,undefined,Nintendo  ,Game Freak  ,8.6,9.0,5.51,3.2,5.66,0.8,15.18
169,Mario Tennis,Series,1995,Aug,14,undefined,Nintendo  ,Nintendo|Camelot Software Planning  ,,,,,,,
170,Pokemon Mystery Dungeon,Series,2006,Sep,18,undefined,Nintendo  ,Chunsoft|Spike Chunsoft  ,,,,,,,
171,Call of Duty: Black Ops 3,PS4,2015,Nov,06,undefined,Activision  ,Treyarch  ,,,6.18,6.05,0.41,2.44,15.09
172,Counter-Strike: Source,PC,2004,Nov,16,undefined,VU Games  ,Valve Software  ,9.3,,,0.07,,0.01,0.08
173,Backyard Sports,Series,1997,Jan,01,undefined,Humongous Entertainment  ,Humongous Entertainment  ,,,,,,,
174,Barbie,Series,N/A,N/A,N/A,undefined,Unknown  ,Imagineering|Media Station|Tahoe Software Productions|Software Creations|	Digital Domain|Mattel Interactive|Human Code|Runecraft|Gorilla Systems Corporation|Krome Studios|Vicarious Visions|Cyber Planet Interactive|Gigawatt Studios|DICE Canada  ,,,,,,,
175,Burnout,Series,2001,Nov,01,undefined,Acclaim Entertainment  ,Criterion Games|Electornic Arts  ,,,,,,,
176,Famista,Series,1986,Dec,10,undefined,Namco  ,Namco|Bandai Namco Entertainment  ,,,,,,,
177,Gex,Series,1995,Apr,01,undefined,BMG Interactive Entertainment  ,Crystal Dynamics|David A. Palmer Productions|Gratuitous Games|Realtime Associates  ,,,,,,,
178,Just Cause,Series,2006,Sep,27,undefined,Eidos Interactive  ,Avalanche Studios  ,,,,,,,
179,Sonic the Hedgehog,GEN,1991,Jun,23,undefined,Sega  ,Sonic Team  ,,,3.03,0.91,0.26,0.13,4.34
180,SoulCalibur,Series,1996,Dec,20,undefined,Namco  ,Project Soul  ,,,,,,,
181,Gran Turismo 3: A-Spec,PS2,2001,Jul,09,undefined,Sony Computer Entertainment  ,Polyphony Digital  ,9.3,,6.85,5.09,1.87,1.16,14.98
182,Brain Age 2: More Training in Minutes a Day,DS,2007,Aug,20,undefined,Nintendo  ,Nintendo SDD  ,8.0,,3.43,5.36,5.32,1.18,15.29
183,Call of Duty: Modern Warfare 3,X360,2011,Nov,08,undefined,Activision  ,Infinity Ward  ,8.7,,9.07,4.29,0.13,1.33,14.82
184,Call of Duty: Black Ops,X360,2010,Nov,09,undefined,Activision  ,Treyarch  ,8.8,,9.76,3.73,0.11,1.14,14.74
185,Pokémon Yellow: Special Pikachu Edition,GB,1999,Oct,19,undefined,Nintendo  ,Game Freak  ,8.7,,5.89,5.04,3.12,0.59,14.64
186,Halo 3,X360,2007,Sep,25,undefined,Microsoft Game Studios  ,Bungie Studios  ,9.6,9.5,7.97,2.81,0.13,1.21,12.13
187,Pokémon Omega Ruby/Pokémon Alpha Sapphire,3DS,2014,Nov,21,undefined,Nintendo  ,Game Freak  ,,,4.78,3.98,3.15,0.82,12.73
188,Everybody's Golf,Series,1998,Apr,30,undefined,Sony Computer Entertainment  ,Camelot Software|Clap Hanz   ,,,,,,,
189,Dead Rising,Series,2006,Aug,08,undefined,Capcom  ,Capcom  ,,,,,,,
190,Terraria,PC,2011,May,16,undefined,Unknown  ,Re-Logic  ,8.8,,,0.13,,0.01,0.14
191,Yo-kai Watch,Series,2015,Nov,06,undefined,Nintendo  ,Level 5  ,,,,,,,
192,Red Dead Redemption 2,PS4,2018,Oct,26,undefined,Rockstar Games  ,Rockstar Games  ,9.8,,5.26,6.21,0.21,2.26,13.94
193,Call of Duty: Black Ops II,X360,2012,Nov,13,undefined,Activision  ,Treyarch  ,,,8.27,4.32,0.07,1.2,13.86
194,Call of Duty: Black Ops II,PS3,2012,Nov,13,undefined,Activision  ,Treyarch  ,,,4.99,5.88,0.65,2.28,13.8
195,Call of Duty: Modern Warfare 2,X360,2009,Nov,10,undefined,Activision  ,Infinity Ward  ,9.5,9.0,8.54,3.63,0.08,1.28,13.53
196,Guild Wars,Series,2005,Apr,26,undefined,NCSoft  ,ArenaNet  ,,,,,,,
197,Call of Duty: WWII,PS4,2017,Nov,03,undefined,Activision  ,Sledgehammer Games  ,8.0,,4.67,6.21,0.4,2.12,13.4
198,Call of Duty: Modern Warfare 3,PS3,2011,Nov,08,undefined,Activision  ,Infinity Ward  ,8.8,,5.54,5.78,0.49,1.54,13.35
199,New Super Mario Bros. 2,3DS,2012,Aug,19,undefined,Nintendo  ,Nintendo  ,7.5,,3.95,4.07,2.59,0.72,11.33
200,Super Smash Bros. Brawl,Wii,2008,Mar,09,undefined,Nintendo  ,Project Sora  ,9.2,9.7,6.64,2.57,2.67,1.03,12.91
201,Marvel's Spider-Man,PS4,2018,Sep,07,undefined,Sony Interactive Entertainment  ,Insomniac Games  ,9.1,,3.64,3.39,0.32,1.41,8.76
202,Grand Theft Auto III,PS2,2001,Oct,23,undefined,Rockstar Games  ,DMA Design  ,9.5,,6.99,4.51,0.3,1.3,13.1
203,Portal 2,PC,2011,Apr,19,undefined,Valve  ,Valve Software  ,9.7,,0.33,0.33,,0.1,0.75
204,Saints Row,Series,2006,Aug,29,undefined,THQ  ,Volition|High Voltage Software  ,,,,,,,
205,Minecraft,X360,2013,Jun,04,undefined,Microsoft Studios  ,Mojang  ,,,5.96,2.94,0.02,0.9,9.82
206,Persona,Series,1996,Nov,01,undefined,Atlus  ,Atlus  ,,,,,,,
207,Scribblenauts,Series,2009,Sep,15,undefined,Warner Bros. Interactive Entertainment  ,5th Cell|Iron Galaxy Studios  ,,,,,,,
208,Super Mario Galaxy,Wii,2007,Nov,12,undefined,Nintendo  ,Nintendo EAD Tokyo  ,9.7,9.6,6.06,3.38,1.2,0.76,11.4
209,Pokémon Heart Gold / Soul Silver Version,DS,2010,Mar,14,undefined,Nintendo  ,Game Freak  ,8.6,,4.34,2.72,3.96,0.76,11.78
